id	parentSeq	childSeq	strand	pStart	pEnd	cStart	cEnd	method
1640	83	6577	1	15560	16304	1	745	Blitz
1641	2175	6578	1	450	1531	86	997	Blitz
1642	1343	6565	1	1	736	51	699	Blitz
1643	4955	6579	1	2084	2952	41	909	Blitz
1644	1662	6580	1	3011	3578	1	568	Blitz
1645	1662	6580	1	1320	1865	23	568	Blitz
1646	4554	6581	0	921	1429	207	696	Blitz
1647	4297	6582	1	77	1840	1	1131	Blitz
1648	2371	6583	0	9049	9956	15	446	Blitz
1649	3915	6519	1	864	10338	1	2284	Blitz
1650	4060	6584	1	5098	6313	1	825	Blitz
1651	1068	6585	1	15569	17455	1	566	Blitz
1652	1180	6541	1	8175	8954	1	703	Blitz
1653	2195	6586	1	17916	19393	1	1478	Blitz
1654	3915	6523	1	810	10338	13	2351	Blitz
1655	3915	6524	1	810	10338	13	2252	Blitz
1656	2121	6587	1	4589	5231	1	643	Blitz
1657	4824	6588	0	4042	4629	1	588	Blitz
1658	3784	6589	0	2634	3510	5	890	Blitz
1659	84	6590	1	6770	8123	1	1354	Blitz
1660	2054	6591	1	25258	25995	8	747	Blitz
1661	3530	6592	1	5468	6702	1	640	Blitz
1662	4979	6593	1	758	2019	1	864	Blitz
1663	3629	6594	1	1953	4331	1	651	Blitz
1664	1637	6595	1	6129	6542	1	414	Blitz
1665	4955	6596	0	1593	2116	1	524	Blitz
1666	4727	6598	0	1234	1822	55	543	Blitz
1667	4812	6597	0	2852	3717	1	869	Blitz
1668	961	6599	1	2239	2607	182	552	Blitz
1669	4072	6600	1	105	576	41	512	Blitz
1670	3754	6601	1	4187	6794	50	695	Blitz
1671	84	6602	1	4592	5406	1	815	Blitz
1672	4167	6603	1	15064	15587	1	523	Blitz
1673	4167	6603	1	15791	16267	48	523	Blitz
1674	2926	6604	1	3952	6194	1	615	Blitz
1675	4827	6605	0	3024	3547	1	524	Blitz
1676	3191	6606	0	2179	3339	25	1138	Blitz
1677	1935	6607	0	2621	4490	1	880	Blitz
1678	844	6608	1	2558	11706	2	541	Blitz
1679	3199	6609	0	715	2364	1	511	Blitz
1680	3344	6611	0	38	567	1	530	Blitz
1681	2478	6612	1	49800	50493	1	694	Blitz
1682	83	6614	0	12459	13126	1	668	Blitz
1683	1867	6615	1	8929	9594	1	667	Blitz
1684	4911	6613	0	915	1367	76	528	Blitz
1685	2144	6616	0	3713	4141	1	428	Blitz
1686	2965	6617	1	8062	8523	3	464	Blitz
1687	2716	6618	1	7130	7653	1	524	Blitz
1688	84	6619	0	5673	6250	24	601	Blitz
1689	749	6620	1	19744	20173	5	434	Blitz
1690	1469	6610	0	2270	2799	99	628	Blitz
1691	4377	6621	1	3181	3725	1	545	Blitz
1692	3690	6622	1	1807	2676	1	544	Blitz
1693	4677	6162	1	19713	22246	1	2536	Blitz
1694	4677	6163	1	19713	22246	1	2430	Blitz
