id	onSequence	start	end	strand	name	annotation	species	source	method	score
23453	15525	113	353	1	XP_022019290.1	uncharacterized protein LOC110919327	Helianthus annuus	nr	diaBlastP	2.5e-31
23454	15525	111	361	1	XP_022014747.1	uncharacterized protein LOC110914250	Helianthus annuus	nr	diaBlastP	2.7e-25
23455	15525	40	361	1	XP_022041151.1	uncharacterized protein LOC110943724	Helianthus annuus	nr	diaBlastP	4.7e-25
23456	15525	111	361	1	XP_022014153.1	uncharacterized protein LOC110913639	Helianthus annuus	nr	diaBlastP	6.1e-25
23457	15525	99	361	1	XP_021975325.1	uncharacterized protein LOC110870452	Helianthus annuus	nr	diaBlastP	7.9e-25
23458	15527	6	311	1	XP_022033561.1	uncharacterized protein LOC110935484	Helianthus annuus	nr	diaBlastP	4.5e-29
23459	15527	6	311	1	XP_021972500.1	uncharacterized protein LOC110867799	Helianthus annuus	nr	diaBlastP	4.5e-29
23460	15527	6	311	1	XP_022008982.1	uncharacterized protein LOC110908359	Helianthus annuus	nr	diaBlastP	4.5e-29
23461	15527	6	311	1	XP_022015088.1	uncharacterized protein LOC110914610	Helianthus annuus	nr	diaBlastP	4.5e-29
23462	15527	6	305	1	XP_021975698.1	uncharacterized protein LOC110870991	Helianthus annuus	nr	diaBlastP	1.7e-28
23463	15530	1	511	1	OTG19730.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	8.9e-209
23464	15530	1	511	1	OTG19729.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	8.9e-209
23465	15530	1	508	1	OTF95031.1	putative reverse transcriptase domain, Ribonuclease H-like domain, Aspartic peptidase domain protein	Helianthus annuus	nr	diaBlastP	4.4e-208
23466	15530	1	511	1	OTG05367.1	putative reverse transcriptase domain, Ribonuclease H-like domain, Aspartic peptidase domain protein	Helianthus annuus	nr	diaBlastP	9.8e-208
23467	15530	1	511	1	OTG23590.1	putative reverse transcriptase domain, Ribonuclease H-like domain, Aspartic peptidase domain protein	Helianthus annuus	nr	diaBlastP	1.3e-207
23468	15531	1	125	1	OTG06580.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	6.7e-49
23469	15531	1	125	1	OTG31196.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	2.0e-48
23470	15531	1	125	1	OTG01228.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	4.4e-48
23471	15531	1	125	1	OTG27877.1	putative reverse transcriptase domain, Ribonuclease H-like domain protein	Helianthus annuus	nr	diaBlastP	5.7e-48
23472	15531	1	124	1	XP_022019086.1	uncharacterized protein LOC110919115	Helianthus annuus	nr	diaBlastP	1.3e-47
23473	15532	2	752	1	AAG51046.1	gypsy/Ty-3 retroelement polyprotein; 69905-74404	Arabidopsis thaliana	nr	diaBlastP	5.4e-242
23474	15532	2	751	1	GAU27517.1	hypothetical protein TSUD_147110	Trifolium subterraneum	nr	diaBlastP	5.1e-240
23475	15532	2	762	1	XP_010491426.2	PREDICTED: uncharacterized protein LOC104769009	Camelina sativa	nr	diaBlastP	7.4e-239
23476	15532	1	686	1	GAU25735.1	hypothetical protein TSUD_216660	Trifolium subterraneum	nr	diaBlastP	9.3e-234
23477	15532	2	752	1	CAJ00274.1	hypothetical protein	Lotus japonicus	nr	diaBlastP	2.7e-233
23478	15534	65	166	1	OTG19951.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	1.3e-41
23479	15534	21	176	1	XP_013467399.1	B3 DNA-binding domain protein	Medicago truncatula	nr	diaBlastP	2.9e-38
23480	15534	65	163	1	OAY70091.1	Transposon Tf2-9 polyprotein	Ananas comosus	nr	diaBlastP	3.6e-36
23481	15534	66	166	1	AAM14674.1	Putative polyprotein	Oryza sativa Japonica Group	nr	diaBlastP	2.3e-35
23482	15534	66	166	1	CAE03064.2	OSJNBa0089E12.2	Oryza sativa Japonica Group	nr	diaBlastP	2.3e-35
23483	15536	547	1185	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.1e-178
23484	15536	547	1185	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	6.9e-178
23485	15536	547	1185	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	3.4e-177
23486	15536	5	1187	1	OTG10571.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.3e-136
23487	15536	570	1195	1	OTG12547.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	8.8e-133
23488	15537	630	1110	1	XP_012851415.1	PREDICTED: uncharacterized protein LOC105971114	Erythranthe guttata	nr	diaBlastP	7.7e-71
23489	15537	859	1110	1	EXX76353.1	gag-pol fusion protein	Rhizophagus irregularis DAOM 197198w	nr	diaBlastP	2.0e-66
23490	15537	808	1110	1	GBC54551.1	gag-pol fusion protein	Rhizophagus irregularis DAOM 181602	nr	diaBlastP	7.5e-66
23491	15537	630	1110	1	XP_012846969.1	PREDICTED: uncharacterized protein LOC105966941	Erythranthe guttata	nr	diaBlastP	9.7e-66
23492	15537	811	1110	1	CAN70885.1	hypothetical protein VITISV_018629	Vitis vinifera	nr	diaBlastP	1.7e-62
23493	15539	1	956	1	OTG12547.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
23494	15539	1	956	1	OTG10571.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
23495	15539	1	956	1	OTG00134.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
23496	15539	1	956	1	OTF87381.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
23497	15539	1	949	1	OTG12858.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
23498	15541	228	1310	1	OTG02564.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
23499	15541	95	1306	1	OTG19729.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
23500	15541	95	1306	1	OTG05998.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
23501	15541	84	1310	1	OTG11636.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
23502	15541	175	1310	1	OTG37047.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
23503	15544	1	102	1	XP_022007719.1	uncharacterized protein LOC110906981	Helianthus annuus	nr	diaBlastP	3.3e-38
23504	15544	1	102	1	OTF92899.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	6.4e-34
23505	15544	1	102	1	OTG25701.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.1e-33
23506	15544	1	102	1	OTG36918.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.1e-33
23507	15544	1	102	1	OTG30341.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.9e-33
23508	15545	39	265	1	XP_021986211.1	uncharacterized protein LOC110882520	Helianthus annuus	nr	diaBlastP	4.0e-49
23509	15545	84	259	1	OTG19729.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	2.8e-47
23510	15545	84	259	1	OTG19730.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	3.7e-47
23511	15545	38	282	1	OTF98559.1	putative zinc finger, CCHC-type, Retrotransposon gag domain protein	Helianthus annuus	nr	diaBlastP	8.3e-47
23512	15545	52	284	1	XP_021988770.1	uncharacterized protein LOC110885384	Helianthus annuus	nr	diaBlastP	1.1e-46
23513	15546	1	900	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	8.4e-303
23514	15546	1	900	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	3.2e-302
23515	15546	1	900	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	4.2e-302
23516	15546	1	737	1	XP_022007251.1	uncharacterized protein LOC110906425	Helianthus annuus	nr	diaBlastP	1.8e-196
23517	15546	1	737	1	XP_022019158.1	uncharacterized protein LOC110919188	Helianthus annuus	nr	diaBlastP	4.4e-195
23518	15548	1	408	1	AGM34082.1	hypothetical protein	Lactuca sativa	nr	diaBlastP	5.0e-61
23519	15550	718	1150	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	2.5e-158
23520	15550	718	1150	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	3.2e-158
23521	15550	718	1127	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	9.4e-158
23522	15550	718	1134	1	XP_022026692.1	uncharacterized protein LOC110927330	Helianthus annuus	nr	diaBlastP	9.5e-142
23523	15550	718	1119	1	OTG08302.1	putative ribonuclease H-like domain, GAG-pre-integrase domain protein	Helianthus annuus	nr	diaBlastP	8.4e-98
23524	15549	5	422	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	2.3e-133
23525	15549	5	422	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	3.9e-133
23526	15549	5	422	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.9e-132
23527	15549	13	422	1	OTF85719.1	putative ribonuclease H-like domain, Reverse transcriptase, RNA-dependent DNA polymerase	Helianthus annuus	nr	diaBlastP	2.5e-100
23528	15549	13	422	1	OTG00134.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	3.6e-99
23529	15551	11	635	1	KYP66812.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	2.9e-116
23530	15551	11	635	1	KYP64004.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94, partial	Cajanus cajan	nr	diaBlastP	3.8e-116
23531	15551	11	635	1	KYP33754.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	8.4e-116
23532	15551	2	630	1	KYP46031.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	1.0e-113
23533	15551	11	635	1	AAL66753.1	putative copia-type pol polyprotein	Zea mays	nr	diaBlastP	1.6e-111
23534	15553	383	855	1	XP_012850949.1	PREDICTED: uncharacterized protein LOC105970659	Erythranthe guttata	nr	diaBlastP	1.3e-31
23535	15553	383	855	1	XP_012849593.1	PREDICTED: uncharacterized protein LOC105969384	Erythranthe guttata	nr	diaBlastP	1.1e-30
23536	15553	716	851	1	XP_021775170.1	uncharacterized protein LOC110739023	Chenopodium quinoa	nr	diaBlastP	9.8e-27
23537	15553	369	855	1	GAU30980.1	hypothetical protein TSUD_104940	Trifolium subterraneum	nr	diaBlastP	5.4e-25
23538	15553	715	855	1	AAK50132.1	putative gag-pol polyprotein	Oryza sativa Japonica Group	nr	diaBlastP	2.0e-24
23539	15554	609	1308	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.5e-199
23540	15554	609	1308	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	2.5e-199
23541	15554	609	1308	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.3e-198
23542	15554	607	1308	1	OTF84690.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	7.5e-127
23543	15554	607	1308	1	OTF92899.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	2.4e-125
23544	15555	1	680	1	OTG01228.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	1.2e-301
23545	15555	1	680	1	OTG27877.1	putative reverse transcriptase domain, Ribonuclease H-like domain protein	Helianthus annuus	nr	diaBlastP	3.5e-301
23546	15555	1	679	1	OTG32033.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	1.3e-300
23547	15555	1	680	1	OTG31196.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	2.9e-300
23548	15555	1	680	1	OTG36565.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	2.9e-300
23549	15557	7	463	1	XP_022015088.1	uncharacterized protein LOC110914610	Helianthus annuus	nr	diaBlastP	1.1e-78
23550	15557	7	463	1	XP_022033561.1	uncharacterized protein LOC110935484	Helianthus annuus	nr	diaBlastP	1.5e-78
23551	15557	7	463	1	OTG14527.1	putative zinc finger, CCHC-type	Helianthus annuus	nr	diaBlastP	1.8e-76
23552	15557	7	463	1	XP_022018194.1	uncharacterized protein LOC110918139	Helianthus annuus	nr	diaBlastP	4.0e-76
23553	15557	7	463	1	XP_021995823.1	uncharacterized protein LOC110893006	Helianthus annuus	nr	diaBlastP	4.9e-74
23554	15556	404	1208	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	9.4e-270
23555	15556	404	1208	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	9.4e-270
23556	15556	404	1208	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	6.1e-269
23557	15556	61	1162	1	XP_022007251.1	uncharacterized protein LOC110906425	Helianthus annuus	nr	diaBlastP	6.0e-200
23558	15556	394	1162	1	XP_022019158.1	uncharacterized protein LOC110919188	Helianthus annuus	nr	diaBlastP	2.8e-197
23559	15560	1	318	1	XP_021996734.1	uncharacterized protein LOC110893890	Helianthus annuus	nr	diaBlastP	2.3e-100
23560	15560	1	318	1	XP_022025208.1	uncharacterized protein LOC110925599	Helianthus annuus	nr	diaBlastP	3.4e-99
23561	15560	1	318	1	XP_021992013.1	uncharacterized protein LOC110888816	Helianthus annuus	nr	diaBlastP	2.2e-98
23562	15560	1	318	1	XP_022008113.1	uncharacterized protein LOC110907437	Helianthus annuus	nr	diaBlastP	3.7e-98
23563	15560	1	309	1	OTF86477.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	1.6e-96
23564	15559	16	124	1	XP_022013982.1	cysteine-rich receptor-like protein kinase 8	Helianthus annuus	nr	diaBlastP	5.3e-23
23565	15561	83	174	1	XP_022024307.1	uncharacterized protein LOC110924623	Helianthus annuus	nr	diaBlastP	1.2e-23
23566	15561	83	174	1	XP_021986374.1	uncharacterized protein LOC110882736	Helianthus annuus	nr	diaBlastP	8.7e-22
23567	15562	7	414	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	3.9e-145
23568	15562	7	414	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	3.9e-145
23569	15562	7	414	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	6.7e-145
23570	15562	5	414	1	XP_022019213.1	uncharacterized protein LOC110919247	Helianthus annuus	nr	diaBlastP	3.3e-96
23571	15562	15	414	1	OTG12547.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	4.0e-89
23572	15565	1	259	1	KVH92365.1	protein of unknown function DUF4408	Cynara cardunculus var. scolymus	nr	diaBlastP	1.5e-103
23573	15565	1	259	1	XP_021980317.1	uncharacterized protein LOC110876451	Helianthus annuus	nr	diaBlastP	1.7e-83
23574	15565	1	256	1	XP_021992681.1	uncharacterized protein LOC110889460	Helianthus annuus	nr	diaBlastP	1.7e-70
23575	15565	1	254	1	OVA08751.1	hypothetical protein BVC80_551g57	Macleaya cordata	nr	diaBlastP	6.0e-44
23576	15565	1	257	1	XP_015160999.1	PREDICTED: uncharacterized protein LOC107059094	Solanum tuberosum	nr	diaBlastP	1.4e-40
23577	15567	3	355	1	XP_022015088.1	uncharacterized protein LOC110914610	Helianthus annuus	nr	diaBlastP	2.2e-73
23578	15567	3	355	1	XP_022033561.1	uncharacterized protein LOC110935484	Helianthus annuus	nr	diaBlastP	2.9e-73
23579	15567	3	355	1	OTG14527.1	putative zinc finger, CCHC-type	Helianthus annuus	nr	diaBlastP	1.0e-70
23580	15567	3	355	1	XP_022018194.1	uncharacterized protein LOC110918139	Helianthus annuus	nr	diaBlastP	9.6e-69
23581	15567	3	355	1	XP_021995823.1	uncharacterized protein LOC110893006	Helianthus annuus	nr	diaBlastP	2.1e-68
23582	15566	154	1112	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.2e-298
23583	15566	154	1112	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	2.1e-298
23584	15566	154	1112	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.8e-297
23585	15566	213	1080	1	OTG03638.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.7e-207
23586	15566	213	1080	1	OTF84690.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.9e-206
23587	15573	10	699	1	XP_022030670.1	uncharacterized protein LOC110931590	Helianthus annuus	nr	diaBlastP	5.1e-191
23588	15573	10	699	1	XP_021995605.1	uncharacterized protein LOC110892763	Helianthus annuus	nr	diaBlastP	9.7e-190
23589	15573	4	699	1	XP_021995976.1	uncharacterized protein LOC110893165	Helianthus annuus	nr	diaBlastP	6.9e-188
23590	15573	1	699	1	XP_021994047.1	uncharacterized protein LOC110890728	Helianthus annuus	nr	diaBlastP	5.9e-187
23591	15573	150	699	1	XP_022030334.1	uncharacterized protein LOC110931241	Helianthus annuus	nr	diaBlastP	6.1e-184
23592	15570	82	189	1	XP_022031720.1	uncharacterized protein LOC110932771	Helianthus annuus	nr	diaBlastP	1.0e-29
23593	15570	82	189	1	XP_021990643.1	uncharacterized protein LOC110887043	Helianthus annuus	nr	diaBlastP	1.0e-29
23594	15570	82	189	1	XP_021994047.1	uncharacterized protein LOC110890728	Helianthus annuus	nr	diaBlastP	1.0e-29
23595	15570	82	189	1	XP_022042390.1	uncharacterized protein LOC110945059	Helianthus annuus	nr	diaBlastP	1.8e-29
23596	15570	82	189	1	XP_022003937.1	uncharacterized protein LOC110901412	Helianthus annuus	nr	diaBlastP	3.0e-29
23597	15575	12	104	1	XP_022019086.1	uncharacterized protein LOC110919115	Helianthus annuus	nr	diaBlastP	1.9e-28
23598	15575	12	104	1	OTF84672.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	3.2e-28
23599	15575	12	104	1	OTG33348.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	3.2e-28
23600	15575	14	104	1	OTG02029.1	hypothetical protein HannXRQ_Chr13g0408491	Helianthus annuus	nr	diaBlastP	4.2e-28
23601	15575	12	104	1	OTG31278.1	putative reverse transcriptase domain, Ribonuclease H-like domain protein	Helianthus annuus	nr	diaBlastP	5.5e-28
23602	15576	2	103	1	XP_022014954.1	protein kinase 4-like	Helianthus annuus	nr	diaBlastP	1.5e-22
23603	15576	2	103	1	XP_022031918.1	uncharacterized protein LOC110932978	Helianthus annuus	nr	diaBlastP	6.4e-21
23604	15580	16	180	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	4.5e-58
23605	15580	16	180	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	4.5e-58
23606	15580	16	180	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	9.9e-58
23607	15580	3	177	1	XP_021971805.1	uncharacterized protein LOC110866970	Helianthus annuus	nr	diaBlastP	3.8e-41
23608	15580	5	171	1	XP_022027101.1	uncharacterized protein LOC110928394	Helianthus annuus	nr	diaBlastP	2.7e-39
23609	15578	2	211	1	OTG14527.1	putative zinc finger, CCHC-type	Helianthus annuus	nr	diaBlastP	3.3e-30
23610	15578	2	211	1	XP_021999487.1	uncharacterized protein LOC110896464	Helianthus annuus	nr	diaBlastP	2.3e-28
23611	15578	2	211	1	XP_022018194.1	uncharacterized protein LOC110918139	Helianthus annuus	nr	diaBlastP	8.9e-28
23612	15578	2	211	1	XP_021995823.1	uncharacterized protein LOC110893006	Helianthus annuus	nr	diaBlastP	2.0e-27
23613	15578	2	211	1	XP_022022335.1	uncharacterized protein LOC110922327	Helianthus annuus	nr	diaBlastP	3.4e-27
23614	15582	1	550	1	OTG31196.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	5.1e-226
23615	15582	1	550	1	OTG27877.1	putative reverse transcriptase domain, Ribonuclease H-like domain protein	Helianthus annuus	nr	diaBlastP	8.6e-226
23616	15582	1	549	1	OTG01228.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	1.1e-225
23617	15582	1	550	1	OTF91700.1	putative reverse transcriptase domain, Ribonuclease H-like domain protein	Helianthus annuus	nr	diaBlastP	2.5e-225
23618	15582	1	549	1	OTG19951.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	4.3e-225
23619	15579	151	501	1	OTG36035.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	3.9e-90
23620	15579	143	497	1	XP_021988770.1	uncharacterized protein LOC110885384	Helianthus annuus	nr	diaBlastP	5.6e-89
23621	15579	143	497	1	XP_022030263.1	uncharacterized protein LOC110931166	Helianthus annuus	nr	diaBlastP	5.6e-89
23622	15579	152	501	1	XP_022024433.1	uncharacterized protein LOC110924749	Helianthus annuus	nr	diaBlastP	3.4e-86
23623	15579	150	501	1	OTG11636.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	1.7e-82
23624	15583	732	1069	1	EXX76353.1	gag-pol fusion protein	Rhizophagus irregularis DAOM 197198w	nr	diaBlastP	1.1e-104
23625	15583	346	989	1	XP_011656225.1	PREDICTED: LOW QUALITY PROTEIN: retrovirus-related Pol polyprotein from transposon TNT 1-94	Cucumis sativus	nr	diaBlastP	2.9e-102
23626	15583	663	1069	1	KYP33754.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	9.3e-101
23627	15583	324	1069	1	ABA91220.1	retrotransposon protein, putative, unclassified	Oryza sativa Japonica Group	nr	diaBlastP	4.6e-100
23628	15583	663	1069	1	KYP64004.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94, partial	Cajanus cajan	nr	diaBlastP	4.6e-100
23629	15585	7	198	1	XP_022029378.1	uncharacterized protein LOC110930385	Helianthus annuus	nr	diaBlastP	1.4e-23
23630	15585	7	198	1	XP_022014271.1	uncharacterized protein LOC110913759	Helianthus annuus	nr	diaBlastP	1.4e-23
23631	15585	7	198	1	XP_022021934.1	uncharacterized protein LOC110921915	Helianthus annuus	nr	diaBlastP	1.4e-23
23632	15585	2	175	1	XP_022015088.1	uncharacterized protein LOC110914610	Helianthus annuus	nr	diaBlastP	3.9e-21
23633	15585	2	175	1	XP_022033561.1	uncharacterized protein LOC110935484	Helianthus annuus	nr	diaBlastP	5.1e-21
23634	15586	447	1137	1	OTG18985.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	2.4e-214
23635	15586	447	1137	1	OTF85966.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	7.0e-214
23636	15586	447	1137	1	OTF96392.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	3.5e-213
23637	15586	447	1137	1	OTG12660.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	1.3e-212
23638	15586	447	1137	1	OTG09914.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	5.0e-212
23639	15588	647	1745	1	OTG12547.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
23640	15588	647	1745	1	OTG00134.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
23641	15588	647	1745	1	OTF87381.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
23642	15588	671	1745	1	OTG10571.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
23643	15588	647	1738	1	OTG12858.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
23644	15594	348	885	1	OTG37047.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	6.3e-186
23645	15594	348	885	1	OTG05417.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	7.0e-185
23646	15594	348	885	1	OTG05643.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	1.3e-183
23647	15594	348	885	1	OTG32033.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	1.3e-183
23648	15594	348	885	1	OTG22671.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	8.5e-183
23649	15597	1199	1621	1	KZN00833.1	hypothetical protein DCAR_009587	Daucus carota subsp. sativus	nr	diaBlastP	1.7e-149
23650	15597	1100	1620	1	KYP66812.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	3.9e-146
23651	15597	1071	1623	1	CAH66560.1	OSIGBa0113K06.6	Oryza sativa	nr	diaBlastP	8.3e-136
23652	15597	1071	1623	1	CAE03782.2	OSJNBa0063G07.6	Oryza sativa Japonica Group	nr	diaBlastP	8.3e-136
23653	15597	1137	1620	1	AAR89047.1	putative integrase	Oryza sativa Japonica Group	nr	diaBlastP	5.9e-134
23654	15599	1	356	1	XP_021995605.1	uncharacterized protein LOC110892763	Helianthus annuus	nr	diaBlastP	5.3e-168
23655	15599	1	356	1	XP_022030670.1	uncharacterized protein LOC110931590	Helianthus annuus	nr	diaBlastP	1.2e-167
23656	15599	1	356	1	OTG16266.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	1.5e-167
23657	15599	1	356	1	XP_021995976.1	uncharacterized protein LOC110893165	Helianthus annuus	nr	diaBlastP	4.5e-167
23658	15599	1	356	1	XP_021994047.1	uncharacterized protein LOC110890728	Helianthus annuus	nr	diaBlastP	1.9e-165
23659	15605	63	162	1	AGM34084.1	cysteine-rich RLK	Lactuca sativa	nr	diaBlastP	6.5e-29
23660	15605	15	122	1	XP_021725053.1	uncharacterized protein LOC110692355	Chenopodium quinoa	nr	diaBlastP	7.1e-28
23661	15605	15	151	1	CAN74381.1	hypothetical protein VITISV_007944	Vitis vinifera	nr	diaBlastP	3.3e-25
23662	15605	64	151	1	XP_017221417.1	PREDICTED: uncharacterized mitochondrial protein AtMg00810-like, partial	Daucus carota subsp. sativus	nr	diaBlastP	9.7e-25
23663	15605	64	151	1	ABG22120.1	polyprotein, partial	Cynara cardunculus var. scolymus	nr	diaBlastP	1.3e-24
23664	15603	46	558	1	AGM34082.1	hypothetical protein	Lactuca sativa	nr	diaBlastP	2.9e-120
23665	15603	9	597	1	KYP33754.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	1.5e-113
23666	15603	9	597	1	KYP66812.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	9.4e-111
